id,curr_time,currency,instrument_name,expiry_datetime,strike,option_type,underlying_price,delta,mark_iv,bid_price,ask_price,mark_price,open_interest,volume
11,2026-03-21T15:25:10.98748+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.824,-0.18828,32.87,,,0.0015,7362.0,7963.0
12,2026-03-21T15:25:15.987725+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70609.6154,0.31373,25.81,,,0.0023,84.9,88.0
13,2026-03-21T15:25:15.987725+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70609.6154,0.56002,24.51,,,0.0051,222.6,183.4
14,2026-03-21T15:25:15.987725+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70609.6154,-0.225,26.59,,,0.0015,561.6,252.9
15,2026-03-21T15:25:15.987725+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.824,0.23518,33.76,,,0.002,1137.0,863.0
16,2026-03-21T15:25:15.987725+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.824,0.52697,32.13,,,0.006,2495.0,546.0
17,2026-03-21T15:25:15.987725+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.824,-0.18831,32.87,,,0.0015,7362.0,7963.0
18,2026-03-21T15:25:20.987959+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70619.0337,0.31792,25.81,,,0.0023,84.9,88.0
19,2026-03-21T15:25:20.987959+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70619.2461,0.56506,24.51,,,0.0051,222.6,183.4
20,2026-03-21T15:25:20.987959+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70619.0337,-0.22157,26.59,,,0.0015,561.6,252.9
21,2026-03-21T15:25:20.987959+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.3,0.23981,33.76,,,0.0021,1137.0,863.0
22,2026-03-21T15:25:20.987959+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.2988,0.53325,32.13,,,0.0061,2495.0,546.0
23,2026-03-21T15:25:20.987959+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2152.2912,-0.18429,32.88,,,0.0014,7362.0,7963.0
24,2026-03-21T15:25:25.98763+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70619.24,0.31798,25.8,,,0.0023,84.9,88.0
25,2026-03-21T15:25:25.98763+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70619.24,0.56505,24.51,,,0.0051,222.6,183.4
26,2026-03-21T15:25:25.98763+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70618.149,-0.2219,26.59,,,0.0015,561.6,252.9
27,2026-03-21T15:25:25.98763+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.2812,0.23961,33.76,,,0.0021,1137.0,863.0
28,2026-03-21T15:25:25.98763+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.2812,0.53301,32.13,,,0.0061,2495.0,546.0
29,2026-03-21T15:25:25.98763+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2152.2412,-0.18475,32.89,,,0.0015,7362.0,7963.0
30,2026-03-21T15:25:30.988912+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70617.9443,0.31737,25.8,,,0.0023,84.9,88.0
31,2026-03-21T15:25:30.988912+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70618.0406,0.56443,24.51,,,0.0051,222.6,183.4
32,2026-03-21T15:25:30.988912+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70617.6744,-0.22197,26.59,,,0.0015,561.6,252.9
33,2026-03-21T15:25:30.988912+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.2512,0.23929,33.75,,,0.0021,1137.0,863.0
34,2026-03-21T15:25:30.988912+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.2512,0.53262,32.13,,,0.0061,2495.0,546.0
35,2026-03-21T15:25:30.988912+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2152.22,-0.18485,32.89,,,0.0015,7362.0,7963.0
36,2026-03-21T15:25:35.987532+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70617.6357,0.31712,25.79,,,0.0023,84.9,88.0
37,2026-03-21T15:25:35.987532+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70617.6357,0.56424,24.51,,,0.0051,222.6,183.4
38,2026-03-21T15:25:35.987532+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70617.5979,-0.222,26.59,,,0.0015,561.6,252.9
39,2026-03-21T15:25:35.987532+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.22,0.23885,33.75,,,0.002,1137.0,863.0
40,2026-03-21T15:25:35.987532+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.22,0.53222,32.13,,,0.0061,2495.0,546.0
41,2026-03-21T15:25:35.987532+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2152.22,-0.18489,32.9,,,0.0015,7362.0,7963.0
42,2026-03-21T15:25:40.987325+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70615.7008,0.31623,25.79,,,0.0023,84.9,88.0
43,2026-03-21T15:25:40.987325+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70615.7008,0.56321,24.52,,,0.0051,222.6,183.4
44,2026-03-21T15:25:40.987325+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70614.4546,-0.22315,26.59,,,0.0015,561.6,252.9
45,2026-03-21T15:25:40.987325+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.2412,0.23904,33.75,,,0.002,1137.0,863.0
46,2026-03-21T15:25:40.987325+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.2412,0.5325,32.13,,,0.0061,2495.0,546.0
47,2026-03-21T15:25:40.987325+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2152.1087,-0.1859,32.9,,,0.0015,7362.0,7963.0
48,2026-03-21T15:25:45.987438+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70614.3468,0.31559,25.79,,,0.0023,84.9,88.0
49,2026-03-21T15:25:45.987438+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70614.3796,0.56251,24.52,,,0.0051,222.6,183.4
50,2026-03-21T15:25:45.987438+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70613.2948,-0.2236,26.59,,,0.0015,561.6,252.9
51,2026-03-21T15:25:45.987438+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2152.0675,0.23732,33.75,,,0.002,1137.0,863.0
52,2026-03-21T15:25:45.987438+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2152.0675,0.5302,32.13,,,0.0061,2495.0,546.0
53,2026-03-21T15:25:45.987438+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.9975,-0.18691,32.91,,,0.0015,7362.0,7963.0
54,2026-03-21T15:25:51.147826+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70612.5394,0.31476,25.78,,,0.0023,84.9,88.0
55,2026-03-21T15:25:51.147826+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70612.5394,0.56153,24.53,,,0.0051,222.6,183.4
56,2026-03-21T15:25:51.147826+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70612.2362,-0.22401,26.6,,,0.0015,561.6,252.9
57,2026-03-21T15:25:51.147826+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.8963,0.23563,33.74,,,0.002,1137.0,863.0
58,2026-03-21T15:25:51.147826+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.8963,0.52794,32.12,,,0.006,2495.0,546.0
59,2026-03-21T15:25:51.147826+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.8051,-0.18862,32.91,,,0.0015,7362.0,7963.0
60,2026-03-21T15:25:56.248556+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70612.0991,0.31454,25.78,,,0.0023,84.9,88.0
61,2026-03-21T15:25:56.248556+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70612.0991,0.56129,24.54,,,0.0051,222.6,183.4
62,2026-03-21T15:25:56.248556+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70612.0444,-0.22411,26.6,,,0.0015,561.6,252.9
63,2026-03-21T15:25:56.248556+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.7938,0.23462,33.74,,,0.002,1137.0,863.0
64,2026-03-21T15:25:56.248556+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.7938,0.52659,32.12,,,0.006,2495.0,546.0
65,2026-03-21T15:25:56.248556+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.7738,-0.18893,32.92,,,0.0015,7362.0,7963.0
66,2026-03-21T15:26:01.249409+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70611.9248,0.31444,25.78,,,0.0023,84.9,88.0
67,2026-03-21T15:26:01.249409+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70611.9621,0.5612,24.54,,,0.0051,222.6,183.4
68,2026-03-21T15:26:01.249409+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70612.1088,-0.2241,26.6,,,0.0015,561.6,252.9
69,2026-03-21T15:26:01.249409+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.7738,0.2344,33.74,,,0.002,1137.0,863.0
70,2026-03-21T15:26:01.249409+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.7738,0.52632,32.12,,,0.006,2495.0,546.0
71,2026-03-21T15:26:01.249409+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.775,-0.18895,32.92,,,0.0015,7362.0,7963.0
72,2026-03-21T15:26:06.254464+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70612.1087,0.3145,25.78,,,0.0023,84.9,88.0
73,2026-03-21T15:26:06.254464+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70612.1087,0.56127,24.55,,,0.0051,222.6,183.4
74,2026-03-21T15:26:06.254464+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70612.1087,-0.2241,26.6,,,0.0015,561.6,252.9
75,2026-03-21T15:26:06.254464+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.7238,0.2339,33.73,,,0.002,1137.0,863.0
76,2026-03-21T15:26:06.254464+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.7738,0.52632,32.12,,,0.006,2495.0,546.0
77,2026-03-21T15:26:06.254464+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.6238,-0.1903,32.92,,,0.0015,7362.0,7963.0
78,2026-03-21T15:26:11.402101+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70612.1087,0.31449,25.77,,,0.0022,84.9,88.0
79,2026-03-21T15:26:11.402101+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70602.6392,0.55629,24.56,,,0.005,222.6,183.4
80,2026-03-21T15:26:11.402101+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70603.1237,-0.22741,26.6,,,0.0015,561.6,252.9
81,2026-03-21T15:26:11.402101+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.2838,0.22964,33.73,,,0.0019,1137.0,863.0
82,2026-03-21T15:26:11.402101+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.2838,0.51983,32.12,,,0.0059,2495.0,546.0
83,2026-03-21T15:26:11.402101+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.2738,-0.19343,32.93,,,0.0015,7362.0,7963.0
84,2026-03-21T15:26:16.464603+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70602.878,0.31035,25.77,,,0.0022,84.9,88.0
85,2026-03-21T15:26:16.464603+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70602.878,0.55639,24.57,,,0.005,222.6,183.4
86,2026-03-21T15:26:16.464603+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70602.8926,-0.22751,26.6,,,0.0015,561.6,252.9
87,2026-03-21T15:26:16.464603+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.2338,0.22915,33.73,,,0.0019,1137.0,863.0
88,2026-03-21T15:26:16.464603+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.2338,0.51916,32.12,,,0.0059,2495.0,546.0
89,2026-03-21T15:26:16.464603+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.2438,-0.19372,32.93,,,0.0015,7362.0,7963.0
90,2026-03-21T15:26:21.480202+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70604.792,0.31119,25.77,,,0.0022,84.9,88.0
91,2026-03-21T15:26:21.480202+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70604.792,0.55738,24.58,,,0.005,222.6,183.4
92,2026-03-21T15:26:21.480202+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70609.2073,-0.2252,26.6,,,0.0015,561.6,252.9
93,2026-03-21T15:26:21.480202+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.2938,0.22973,33.73,,,0.0019,1137.0,863.0
94,2026-03-21T15:26:21.480202+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.2938,0.51996,32.12,,,0.0059,2495.0,546.0
95,2026-03-21T15:26:21.480202+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.3037,-0.19321,32.93,,,0.0015,7362.0,7963.0
96,2026-03-21T15:26:26.564699+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70609.2654,0.31317,25.77,,,0.0022,84.9,88.0
97,2026-03-21T15:26:26.564699+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70609.2654,0.55972,24.57,,,0.0051,222.6,183.4
98,2026-03-21T15:26:26.564699+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70609.0376,-0.22529,26.61,,,0.0015,561.6,252.9
99,2026-03-21T15:26:26.564699+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.305,0.22983,33.73,,,0.0019,1137.0,863.0
100,2026-03-21T15:26:26.564699+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.305,0.5201,32.13,,,0.0059,2495.0,546.0
101,2026-03-21T15:26:26.564699+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.2849,-0.19341,32.94,,,0.0015,7362.0,7963.0
102,2026-03-21T15:26:31.578524+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70609.6685,0.31332,25.76,,,0.0023,84.9,88.0
103,2026-03-21T15:26:31.578524+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70609.6685,0.55994,24.57,,,0.0051,222.6,183.4
104,2026-03-21T15:26:31.578524+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70610.4453,-0.22468,26.61,,,0.0015,561.6,252.9
105,2026-03-21T15:26:31.578524+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.2849,0.22951,33.73,,,0.0019,1137.0,863.0
106,2026-03-21T15:26:31.578524+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.2849,0.51984,32.13,,,0.0059,2495.0,546.0
107,2026-03-21T15:26:31.578524+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.2649,-0.19349,32.94,,,0.0015,7362.0,7963.0
108,2026-03-21T15:26:36.579403+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70610.4452,0.31355,25.76,,,0.0023,84.9,88.0
109,2026-03-21T15:26:36.579403+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70610.4757,0.56039,24.57,,,0.0051,222.6,183.4
110,2026-03-21T15:26:36.579403+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70610.654,-0.22463,26.61,,,0.0015,561.6,252.9
111,2026-03-21T15:26:36.579403+00:00,ETH,ETH-22MAR26-2175-C,2026-03-22T00:00:00+00:00,2175.0,C,2151.2649,0.22932,33.73,,,0.0019,1137.0,863.0
112,2026-03-21T15:26:36.579403+00:00,ETH,ETH-22MAR26-2150-C,2026-03-22T00:00:00+00:00,2150.0,C,2151.2649,0.51958,32.13,,,0.0059,2495.0,546.0
113,2026-03-21T15:26:36.579403+00:00,ETH,ETH-22MAR26-2125-P,2026-03-22T00:00:00+00:00,2125.0,P,2151.3061,-0.19316,32.95,,,0.0015,7362.0,7963.0
114,2026-03-21T15:26:41.613059+00:00,BTC,BTC-22MAR26-71000-C,2026-03-22T00:00:00+00:00,71000.0,C,70611.4009,0.31395,25.75,,,0.0023,84.9,88.0
115,2026-03-21T15:26:41.613059+00:00,BTC,BTC-22MAR26-70500-C,2026-03-22T00:00:00+00:00,70500.0,C,70611.4009,0.56088,24.57,,,0.0051,222.6,183.4
116,2026-03-21T15:26:41.613059+00:00,BTC,BTC-22MAR26-70000-P,2026-03-22T00:00:00+00:00,70000.0,P,70611.4009,-0.22438,26.62,,,0.0015,561.6,252.9
