id,curr_time,coin,time_horizon_minutes,interval_start_unix,market_slug,condition_id,strike_price,end_date,liquidity,volume,open_interest,yes_implied_price,no_implied_price,yes_buy_price,yes_sell_price,no_buy_price,no_sell_price
46,2026-03-21T11:29:40.857788+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
47,2026-03-21T11:29:41.859166+00:00,BTC,15,1774091700,btc-updown-15m-1774091700,0x646f875edc6386881c22c4f728a3e98b5a13d104b39f800d0e9ba1c80682235e,70605.91,2026-03-21T11:30:00+00:00,10779.97362,41829.38946300004,,0.9895,0.0105,0.991,0.998,0.002,0.009
48,2026-03-21T11:29:41.859166+00:00,ETH,15,1774091700,eth-updown-15m-1774091700,0x796d82b655d7225eef33ff331462427fa40331dd07c58ed1fc3eeb99a5b812a2,2154.91,2026-03-21T11:30:00+00:00,1925.8209,12735.108354000002,,0.955,0.045,0.997,0.999,0.001,0.003
49,2026-03-21T11:29:41.859166+00:00,XRP,15,1774091700,xrp-updown-15m-1774091700,0x4cbe3f88eef99b1a9de90dd80016441529e2ff15a3ef782499ffc636df7fe6d1,1.4404,2026-03-21T11:30:00+00:00,669.5511,4350.138726,,0.24,0.76,0.09,0.29,0.71,0.91
50,2026-03-21T11:29:41.859166+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
51,2026-03-21T11:29:42.907148+00:00,BTC,15,1774091700,btc-updown-15m-1774091700,0x646f875edc6386881c22c4f728a3e98b5a13d104b39f800d0e9ba1c80682235e,70605.91,2026-03-21T11:30:00+00:00,10779.97362,41829.38946300004,,0.9895,0.0105,0.992,0.998,0.002,0.008
52,2026-03-21T11:29:42.907148+00:00,ETH,15,1774091700,eth-updown-15m-1774091700,0x796d82b655d7225eef33ff331462427fa40331dd07c58ed1fc3eeb99a5b812a2,2154.91,2026-03-21T11:30:00+00:00,1925.8209,12735.108354000002,,0.955,0.045,0.997,0.999,0.001,0.003
53,2026-03-21T11:29:42.907148+00:00,XRP,15,1774091700,xrp-updown-15m-1774091700,0x4cbe3f88eef99b1a9de90dd80016441529e2ff15a3ef782499ffc636df7fe6d1,1.4404,2026-03-21T11:30:00+00:00,669.5511,4350.138726,,0.24,0.76,0.09,0.29,0.71,0.91
54,2026-03-21T11:29:42.907148+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
55,2026-03-21T11:29:43.907979+00:00,BTC,15,1774091700,btc-updown-15m-1774091700,0x646f875edc6386881c22c4f728a3e98b5a13d104b39f800d0e9ba1c80682235e,70605.91,2026-03-21T11:30:00+00:00,10779.97362,41829.38946300004,,0.9895,0.0105,0.994,0.998,0.002,0.006
56,2026-03-21T11:29:43.907979+00:00,ETH,15,1774091700,eth-updown-15m-1774091700,0x796d82b655d7225eef33ff331462427fa40331dd07c58ed1fc3eeb99a5b812a2,2154.91,2026-03-21T11:30:00+00:00,1925.8209,12735.108354000002,,0.955,0.045,0.997,0.999,0.001,0.003
57,2026-03-21T11:29:43.907979+00:00,XRP,15,1774091700,xrp-updown-15m-1774091700,0x4cbe3f88eef99b1a9de90dd80016441529e2ff15a3ef782499ffc636df7fe6d1,1.4404,2026-03-21T11:30:00+00:00,669.5511,4350.138726,,0.24,0.76,0.09,0.29,0.71,0.91
58,2026-03-21T11:29:43.907979+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
59,2026-03-21T11:29:44.909822+00:00,BTC,15,1774091700,btc-updown-15m-1774091700,0x646f875edc6386881c22c4f728a3e98b5a13d104b39f800d0e9ba1c80682235e,70605.91,2026-03-21T11:30:00+00:00,10779.97362,41829.38946300004,,0.9895,0.0105,0.994,0.998,0.002,0.006
60,2026-03-21T11:29:44.909822+00:00,ETH,15,1774091700,eth-updown-15m-1774091700,0x796d82b655d7225eef33ff331462427fa40331dd07c58ed1fc3eeb99a5b812a2,2154.91,2026-03-21T11:30:00+00:00,1925.8209,12735.108354000002,,0.955,0.045,0.997,0.999,0.001,0.003
61,2026-03-21T11:29:44.909822+00:00,XRP,15,1774091700,xrp-updown-15m-1774091700,0x4cbe3f88eef99b1a9de90dd80016441529e2ff15a3ef782499ffc636df7fe6d1,1.4404,2026-03-21T11:30:00+00:00,669.5511,4350.138726,,0.24,0.76,0.09,0.29,0.71,0.91
62,2026-03-21T11:29:44.909822+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
63,2026-03-21T11:29:45.910606+00:00,BTC,15,1774091700,btc-updown-15m-1774091700,0x646f875edc6386881c22c4f728a3e98b5a13d104b39f800d0e9ba1c80682235e,70605.91,2026-03-21T11:30:00+00:00,10779.97362,41829.38946300004,,0.9895,0.0105,0.994,0.998,0.002,0.006
64,2026-03-21T11:29:45.910606+00:00,ETH,15,1774091700,eth-updown-15m-1774091700,0x796d82b655d7225eef33ff331462427fa40331dd07c58ed1fc3eeb99a5b812a2,2154.91,2026-03-21T11:30:00+00:00,1925.8209,12735.108354000002,,0.955,0.045,0.999,1.0,0.0,0.001
65,2026-03-21T11:29:45.910606+00:00,XRP,15,1774091700,xrp-updown-15m-1774091700,0x4cbe3f88eef99b1a9de90dd80016441529e2ff15a3ef782499ffc636df7fe6d1,1.4404,2026-03-21T11:30:00+00:00,669.5511,4350.138726,,0.24,0.76,0.05,0.45,0.55,0.95
66,2026-03-21T11:29:45.910606+00:00,SOL,15,1774091700,sol-updown-15m-1774091700,0x4f7068e13292b98c0ab8924552cd951c75cf2c86f59f54e777e485406811779a,90.12,2026-03-21T11:30:00+00:00,2181.8899,4555.551846000003,,0.945,0.055,0.999,1.0,0.0,0.001
