horizon_seconds,experiment,family,target_mode,feature_group,params_json,n_features,n_train_rows,n_fit_rows,n_test_rows,elapsed_seconds,rmse,mae,r2,baseline_mean_rmse,rmse_vs_baseline_improvement,directional_accuracy,pred_actual_delta_corr,best_threshold_by_realized_pnl,best_coverage_by_realized_pnl,best_hit_rate_by_realized_pnl,best_avg_realized_pnl,best_total_realized_pnl,best_yes_trade_count,best_no_trade_count,coverage_thr_0p0,avg_realized_pnl_thr_0p0,total_realized_pnl_thr_0p0,coverage_thr_0p0025,avg_realized_pnl_thr_0p0025,total_realized_pnl_thr_0p0025,coverage_thr_0p005,avg_realized_pnl_thr_0p005,total_realized_pnl_thr_0p005,coverage_thr_0p01,avg_realized_pnl_thr_0p01,total_realized_pnl_thr_0p01,coverage_thr_0p02,avg_realized_pnl_thr_0p02,total_realized_pnl_thr_0p02,coverage_thr_0p05,avg_realized_pnl_thr_0p05,total_realized_pnl_thr_0p05,coverage_thr_0p075,avg_realized_pnl_thr_0p075,total_realized_pnl_thr_0p075,coverage_thr_0p1,avg_realized_pnl_thr_0p1,total_realized_pnl_thr_0p1,coverage_thr_0p15,avg_realized_pnl_thr_0p15,total_realized_pnl_thr_0p15,coverage_thr_0p2,avg_realized_pnl_thr_0p2,total_realized_pnl_thr_0p2
30,ridge_delta_all_alpha_10,ridge,delta,all,"{""alpha"": 10.0}",56,722535,722535,180973,1.216,0.0786950389881209,0.04991455091453531,0.9429958640525353,0.32960528849105813,0.7612446106420534,0.7154611614436358,0.5318399941785183,0.1,0.034408447668989296,0.8516139392966116,0.12420250521920669,773.409,2731,3496,1.0,0.025028965646809193,4529.567,0.9158051201007885,0.027929194622773566,4628.873,0.8431755013178761,0.03083999816504142,4705.937,0.7225221441872545,0.03642604984819168,4762.960999999999,0.5247744138628414,0.04752070127408656,4513.041,0.18945920109629613,0.08014136553212588,2747.807,0.07996220430671978,0.10309971667472874,1491.9559999999997,0.034408447668989296,0.12420250521920669,773.409,0.007166814939245081,0.1629776407093292,211.382,0.001514038005669354,0.15183576642335767,41.603
30,ridge_price_all_alpha_10,ridge,price,all,"{""alpha"": 10.0}",56,722535,722535,180973,1.037,0.07869565762870656,0.049915151096307744,0.942994967802629,0.32960528849105813,0.7612427337286444,0.7154255161146591,0.5318253693617527,0.1,0.034413973355141375,0.8517983301220295,0.12432016698779706,774.2660000000001,2730,3498,1.0,0.025020577655230334,4528.048999999999,0.9158659026484613,0.027928933857023046,4629.136999999999,0.8431368215148116,0.030841943834584003,4706.018,0.7225110928149503,0.036429176704523725,4763.297,0.5246639001397999,0.047521074249605055,4512.126,0.1895420863885773,0.08014637630458864,2749.1809999999996,0.07996220430671978,0.10308078225416349,1491.6819999999998,0.034413973355141375,0.12432016698779706,774.2660000000001,0.007155763566940925,0.16305173745173748,211.15200000000004,0.001519563691821432,0.15124363636363636,41.592
30,ridge_delta_cross_alpha_1000,ridge,delta,kalshi_cross_coin,"{""alpha"": 1000.0}",43,722535,722535,180973,0.795,0.0883228448388966,0.05614328782835184,0.9281944925889831,0.32960528849105813,0.7320345033198923,0.6131412446160701,0.30650548868790267,0.075,0.012399639725262885,0.7000891265597148,0.09663992869875222,216.85999999999999,938,1306,1.0,0.010558663447033533,1910.8329999999996,0.8425455730965392,0.013989191883419244,2133.0439999999994,0.7061550618047996,0.017232982511052857,2202.2889999999998,0.4935708641620573,0.02359292679377092,2107.391,0.2385714996159648,0.03369783439490446,1454.904,0.04191232946351113,0.06211021753460778,471.106,0.012399639725262885,0.09663992869875222,216.85999999999999,0.005072579887607544,0.1273649237472767,116.92100000000002,0.0011272399750238986,0.18807843137254907,38.36800000000001,0.0003094384245163643,0.2042142857142857,11.436
30,elastic_net_delta_all,elastic_net,delta,all,"{""alpha"": 0.0005, ""l1_ratio"": 0.15}",56,722535,300000,180973,9.453,0.0789643516832837,0.050045545609178455,0.9426050336613835,0.32960528849105813,0.7604275342644391,0.7152235259171246,0.5284546945287557,0.1,0.03180584949136059,0.8504169562195969,0.12267251563585822,706.103,2521,3235,1.0,0.025247257878247033,4569.072,0.9130146485939892,0.028388002251393502,4690.5779999999995,0.8399650776635189,0.03128501884732025,4755.6669999999995,0.7134047620363259,0.03725083845182677,4809.343999999999,0.5120266559099976,0.04887261366456945,4528.682999999999,0.17813707017068844,0.08058272845710032,2597.826,0.07358003680106977,0.10398242715530188,1384.6299999999999,0.03180584949136059,0.12267251563585822,706.103,0.006597669265581053,0.15865745393634842,189.437,0.0014532554579964967,0.14504942965779466,38.147999999999996
30,sgd_huber_delta_all,sgd_huber,delta,all,"{""alpha"": 0.0001, ""epsilon"": 0.01}",56,722535,400000,180973,9.339,0.08122252078328068,0.05001002405627054,0.9392754108369591,0.32960528849105813,0.7535764029906208,0.7359750482697163,0.506815109208705,0.1,0.012963259712774833,0.8371696504688833,0.12717647058823528,298.356,1025,1321,1.0,0.02518031419051461,4556.957,0.8899228061644555,0.029212900181307896,4704.795999999999,0.7960082443237388,0.033205177153329254,4783.404999999999,0.6407696175672614,0.040756118383608424,4726.161,0.40857475977079455,0.05423349697731975,4010.0789999999997,0.10324192006542413,0.08829602868764719,1649.723,0.0356351499947506,0.11045138781206387,712.3009999999999,0.012963259712774833,0.12717647058823528,298.356,0.0018842589778585756,0.13087390029325513,44.628,0.00034811822758090986,0.13173015873015875,8.299000000000001
30,hist_gbr_delta_all,hist_gbr,delta,all,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 160, ""max_leaf_nodes"": 31}",56,722535,300000,180973,4.682,0.06245187350676071,0.038278448233551095,0.9640993261587157,0.32960528849105813,0.8105252685942417,0.7672538244467548,0.7393923439403925,0.2,0.01947804368607472,0.9531914893617022,0.27397531914893614,965.7629999999999,1625,1900,1.0,0.029457698109662762,5331.047999999999,0.9050355577903886,0.0331423617259001,5428.288,0.8288916026147547,0.036720239722146296,5508.293,0.698595923148757,0.04404518813228187,5568.501,0.5224536256789687,0.05776378635642516,5461.565999999999,0.2594088620954507,0.09563504877944873,4489.683,0.15079044940405475,0.12731935944886216,3474.4179999999997,0.09202477717670592,0.15830581241743727,2636.425,0.03932630834433866,0.2178274553885064,1550.278,0.01947804368607472,0.27397531914893614,965.7629999999999
30,hist_gbr_price_all,hist_gbr,price,all,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 160, ""max_leaf_nodes"": 31}",56,722535,300000,180973,5.077,0.06117727757145365,0.03700527690258531,0.9655497838779706,0.32960528849105813,0.8143923058652218,0.7736996881033714,0.750742869367701,0.2,0.020887093654854593,0.9595238095238096,0.27225079365079363,1029.108,1690,2090,1.0,0.029821288258469494,5396.848,0.907052433235897,0.03348382596617769,5496.437,0.83324031761644,0.03693328647028396,5569.317999999999,0.7214391097014472,0.043308652660442246,5654.421,0.5585916131135584,0.05568342071421506,5629.037,0.28368872704768117,0.09212853525516167,4729.879,0.16483674360263686,0.1231012369682545,3672.2329999999997,0.09941261956203412,0.15438791618031236,2777.593,0.04240411553104607,0.21525931717487623,1651.9,0.020887093654854593,0.27225079365079363,1029.108
30,extra_trees_delta_all,extra_trees,delta,all,"{""max_depth"": 12, ""min_samples_leaf"": 50, ""n_estimators"": 80}",56,722535,160000,180973,10.579,0.07152816188475562,0.04325764516092193,0.9529059774998436,0.32960528849105813,0.7829884277275603,0.7438467250854003,0.6505340055038926,0.15,0.010134108402910931,0.9656488549618321,0.2679285714285714,491.381,814,1020,1.0,0.026356754875036605,4769.861,0.8961668315163035,0.030069915280364037,4876.799,0.8201444414360153,0.03337111248854632,4953.074,0.7097025523144337,0.039270249227247596,5043.753,0.5433296679615192,0.05085768041656497,5000.734,0.24007448624933,0.089267544364398,3878.407,0.10991694893713427,0.12901834908505933,2566.433,0.0495322506672266,0.1739167782240071,1558.9899999999998,0.010134108402910931,0.2679285714285714,491.381,0.0015029866333651982,0.40069485294117646,108.989
30,random_forest_delta_all,random_forest,delta,all,"{""max_depth"": 12, ""min_samples_leaf"": 50, ""n_estimators"": 60}",56,722535,120000,180973,18.051,0.06507909089313424,0.039165584284821725,0.9610152626635932,0.32960528849105813,0.8025544699508067,0.7726006237932571,0.7136726702152602,0.2,0.016217888856348738,0.9424190800681431,0.2720034071550255,798.3299999999999,1295,1640,1.0,0.028762367867029886,5205.2119999999995,0.8781088891713128,0.03344347257006934,5314.6359999999995,0.8026114392754721,0.03704888090271322,5381.386999999999,0.6953136655744228,0.04333538102087687,5453.020999999999,0.547855204920071,0.05431341341644225,5385.012,0.27232239063285685,0.09006888785179473,4438.865,0.1509064888132484,0.12357209813255217,3374.754,0.08294054914268979,0.15936815456362424,2392.116,0.03258497123880358,0.220204002034933,1298.543,0.016217888856348738,0.2720034071550255,798.3299999999999
30,mlp_delta_all,mlp,delta,all,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [48, 24], ""learning_rate_init"": 0.001}",56,722535,160000,180973,25.203,0.06470902146129041,0.038858984107157456,0.9614573721022607,0.32960528849105813,0.8036772354062338,0.730574780929749,0.7193094638599365,0.2,0.025285539831908628,0.9283216783216783,0.23254916958041957,1064.145,2446,2130,1.0,0.029359512192426496,5313.279,0.9290170356904068,0.032137562675834334,5403.191999999999,0.8621507075641118,0.03507207773063463,5472.155999999999,0.7439839092019251,0.041322776865887804,5563.74,0.5697092936515392,0.05375568854144439,5542.3189999999995,0.3033822724936869,0.0860138969838263,4722.507,0.18837616661048887,0.11210568771816608,3821.7949999999996,0.1197250418570726,0.13767240503992245,2982.948,0.05178120493112232,0.18881912282573898,1769.424,0.025285539831908628,0.23254916958041957,1064.145
