horizon_seconds,experiment,feature_group,target_mode,alpha,n_test_rows,n_features,elapsed_seconds,rmse,mae,r2,baseline_mean_rmse,rmse_vs_baseline_improvement,directional_accuracy,pred_actual_delta_corr,best_threshold_by_realized_pnl,best_coverage_by_realized_pnl,best_hit_rate_by_realized_pnl,best_avg_realized_pnl,best_total_realized_pnl,best_yes_trade_count,best_no_trade_count,coverage_thr_0p0,avg_realized_pnl_thr_0p0,total_realized_pnl_thr_0p0,coverage_thr_0p0025,avg_realized_pnl_thr_0p0025,total_realized_pnl_thr_0p0025,coverage_thr_0p005,avg_realized_pnl_thr_0p005,total_realized_pnl_thr_0p005,coverage_thr_0p01,avg_realized_pnl_thr_0p01,total_realized_pnl_thr_0p01,coverage_thr_0p02,avg_realized_pnl_thr_0p02,total_realized_pnl_thr_0p02,coverage_thr_0p05,avg_realized_pnl_thr_0p05,total_realized_pnl_thr_0p05,coverage_thr_0p075,avg_realized_pnl_thr_0p075,total_realized_pnl_thr_0p075,coverage_thr_0p1,avg_realized_pnl_thr_0p1,total_realized_pnl_thr_0p1,coverage_thr_0p15,avg_realized_pnl_thr_0p15,total_realized_pnl_thr_0p15,coverage_thr_0p2,avg_realized_pnl_thr_0p2,total_realized_pnl_thr_0p2
1,ridge_price_kalshi_cross_coin_alpha_1000,kalshi_cross_coin,price,1000.0,189059,43,0.913,0.016891003088999774,0.003541253209443265,0.9972969104147625,0.3248816795920464,0.9480087547250747,0.6119737750172533,0.053116679752532175,0.0,1.0,0.015259786627454922,-0.011002105162938553,-2080.047,91937,97122,1.0,-0.011002105162938553,-2080.047,0.21362643407613496,-0.013539343369317622,-546.8270000000001,0.04628713787759377,-0.018014169809164666,-157.642,0.00687616035205941,-0.041719230769230765,-54.23499999999999,0.0007246415140247225,-0.14817518248175185,-20.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_price_all_alpha_0.1,all,price,0.1,189059,56,1.299,0.01673289731660889,0.0032810031532109086,0.9973472773323631,0.3248816795920464,0.9484954111982542,0.7608695652173914,0.11130665025073386,0.0025,0.1695026420323814,0.03182924545965175,-0.009235661236971855,-295.96600000000007,15610,16436,1.0,-0.010294500658524587,-1946.268,0.1695026420323814,-0.009235661236971855,-295.96600000000007,0.0354228045213399,-0.010846498432133795,-72.63900000000002,0.0039141220465568945,-0.007167567567567571,-5.304000000000002,0.00023802093526359495,-0.02395555555555558,-1.0780000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_price_all_alpha_10,all,price,10.0,189059,56,1.272,0.016732995487311397,0.0032820124232073814,0.9973472462056063,0.3248816795920464,0.9484951090245439,0.7619047619047619,0.11127401911066843,0.0025,0.16971421619706017,0.031540235616779905,-0.009201365081343891,-295.23500000000007,15652,16434,1.0,-0.010293760148948212,-1946.128,0.16971421619706017,-0.009201365081343891,-295.23500000000007,0.03544396193780777,-0.011031935532010151,-73.92500000000003,0.003929990108907802,-0.007200538358008077,-5.350000000000001,0.00023273158114662617,-0.023159090909090938,-1.0190000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_price_all_alpha_1000,all,price,1000.0,189059,56,1.174,0.016831535237303588,0.003841006617560903,0.9973159103474857,0.3248816795920464,0.9481917993700386,0.7068668046928916,0.08877136360414965,0.0,1.0,0.018041986892980498,-0.010531717611962404,-1991.116,95047,94012,1.0,-0.010531717611962404,-1991.116,0.2885501351429977,-0.011401884405990506,-622.0070000000001,0.07268630427538493,-0.013785475185562512,-189.44000000000003,0.01020845344574974,-0.0308279792746114,-59.498000000000005,0.0009415050328204423,-0.12574157303370787,-22.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_core_alpha_0.1,kalshi_core,delta,0.1,189059,16,0.359,0.016823123811244713,0.0022442105471523876,0.997318592382129,0.3248816795920464,0.9482176901068429,0.6697722567287785,0.03794117900419387,0.0,1.0,0.016936511882534023,-0.010572651923473625,-1998.855,89934,99125,1.0,-0.010572651923473625,-1998.855,0.015772853976800894,-0.010926559356136822,-32.583000000000006,0.0029514595972685775,-0.02039247311827958,-11.379000000000005,0.0005183567034629401,-0.02887755102040816,-2.8299999999999996,0.000042314832935750214,-0.02225,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_core_alpha_10,kalshi_core,delta,10.0,189059,16,0.368,0.016823125973043203,0.002244162944973646,0.9973185916929986,0.3248816795920464,0.9482176834527327,0.6699447895100069,0.03793797793523382,0.0,1.0,0.016941801236650993,-0.010569372523921101,-1998.2349999999997,89933,99126,1.0,-0.010569372523921101,-1998.2349999999997,0.015772853976800894,-0.010926559356136822,-32.583000000000006,0.0029514595972685775,-0.02039247311827958,-11.379000000000005,0.0005183567034629401,-0.02887755102040816,-2.8299999999999996,0.000042314832935750214,-0.02225,-0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_core_alpha_1000,kalshi_core,delta,1000.0,189059,16,0.373,0.01682325091275569,0.002241940666587729,0.997318551865011,0.3248816795920464,0.9482172988828406,0.6716701173222912,0.03775175295675573,0.0,1.0,0.01698940542370371,-0.01056168180303503,-1996.781,89700,99359,1.0,-0.01056168180303503,-1996.781,0.01575169656033302,-0.011252182672934855,-33.509,0.00294088088903464,-0.02042985611510792,-11.359000000000004,0.0005130673493459714,-0.028969072164948453,-2.81,0.00004760418705271899,-0.02644444444444445,-0.23800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_spot_alpha_0.1,kalshi_spot,delta,0.1,189059,29,0.624,0.016748532591321055,0.0030429704392208297,0.9973423175905399,0.3248816795920464,0.948447285139771,0.7632850241545893,0.10138183412443132,0.005,0.01984036729274988,0.03145827779258864,-0.0075289256198347145,-28.241000000000014,1718,2033,1.0,-0.010242046133746607,-1936.3509999999999,0.11488477142056183,-0.008668600368324127,-188.28200000000004,0.01984036729274988,-0.0075289256198347145,-28.241000000000014,0.0023378945197001996,-0.010839366515837112,-4.791000000000004,0.00016396997762603208,-0.021129032258064527,-0.6550000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_spot_alpha_10,kalshi_spot,delta,10.0,189059,29,0.622,0.016748531192074277,0.0030428657208883985,0.997342318034609,0.3248816795920464,0.9484472894467136,0.7631124913733609,0.10138200982223046,0.005,0.01984565664686685,0.0314498933901919,-0.007529584221748404,-28.251000000000012,1719,2033,1.0,-0.010242416388534797,-1936.421,0.11488477142056183,-0.0086652394106814,-188.20900000000003,0.01984565664686685,-0.007529584221748404,-28.251000000000012,0.0023431838738171683,-0.01083747178329572,-4.801000000000004,0.00016396997762603208,-0.021129032258064527,-0.6550000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_spot_alpha_1000,kalshi_spot,delta,1000.0,189059,29,0.616,0.01674855095318133,0.00303516194509148,0.9973423117631613,0.3248816795920464,0.948447228621163,0.7605244996549344,0.10132789647501347,0.005,0.01950713798338085,0.03036876355748373,-0.007718275488069418,-28.465000000000014,1681,2007,1.0,-0.010240834871653821,-1936.1219999999998,0.11332441195605604,-0.008494702450408403,-181.99900000000002,0.01950713798338085,-0.007718275488069418,-28.465000000000014,0.0022902903326474803,-0.011288683602771372,-4.888000000000004,0.0001586806235090633,-0.019500000000000014,-0.5850000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_cross_coin_alpha_0.1,kalshi_cross_coin,delta,0.1,189059,43,0.894,0.016788816882972162,0.0028899493463582127,0.9973295174710302,0.3248816795920464,0.9483232883305274,0.6796066252587992,0.07722272098289189,0.0,1.0,0.01716395410956368,-0.010633585282901105,-2010.375,91577,97482,1.0,-0.010633585282901105,-2010.375,0.09235212288227485,-0.010894558991981674,-190.21900000000002,0.017497183418932714,-0.013755441354292627,-45.50300000000001,0.0022215287291268864,-0.010338095238095231,-4.341999999999997,0.00012694449880725064,-0.016041666666666697,-0.38500000000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_cross_coin_alpha_10,kalshi_cross_coin,delta,10.0,189059,43,0.9,0.016788817117438883,0.0028896841518085237,0.9973295173964402,0.3248816795920464,0.9483232876088286,0.6796066252587992,0.07721930022824426,0.0,1.0,0.01716395410956368,-0.010633585282901105,-2010.375,91567,97492,1.0,-0.010633585282901105,-2010.375,0.09233625481992394,-0.010895285558801628,-190.199,0.017497183418932714,-0.013755441354292627,-45.50300000000001,0.0022215287291268864,-0.010338095238095231,-4.341999999999997,0.00012694449880725064,-0.016041666666666697,-0.38500000000000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_kalshi_cross_coin_alpha_1000,kalshi_cross_coin,delta,1000.0,189059,43,0.878,0.016788920832190638,0.0028669939544292843,0.9973294844019422,0.3248816795920464,0.9483229683702926,0.678743961352657,0.0768802273206446,0.0,1.0,0.017137507338978838,-0.010645988818305396,-2012.7199999999998,91398,97661,1.0,-0.010645988818305396,-2012.7199999999998,0.08975505001084318,-0.010899817313925394,-184.959,0.017153375401329742,-0.013373419673142154,-43.370000000000005,0.002226818083243855,-0.010282660332541561,-4.328999999999997,0.00012165514469028186,-0.016478260869565248,-0.3790000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_all_alpha_0.1,all,delta,0.1,189059,56,1.163,0.016732896892838495,0.003280996192996501,0.9973472774667266,0.3248816795920464,0.9484954125026379,0.7608695652173914,0.11130673993176958,0.0025,0.1695237994488493,0.03182527301092044,-0.009236505460218411,-296.0300000000001,15610,16440,1.0,-0.010294500658524587,-1946.268,0.1695237994488493,-0.009236505460218411,-296.0300000000001,0.03542809387545687,-0.010845924156464619,-72.64600000000002,0.0039141220465568945,-0.007167567567567571,-5.304000000000002,0.00023802093526359495,-0.02395555555555558,-1.0780000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_all_alpha_10,all,delta,10.0,189059,56,1.208,0.01673289215949817,0.0032808035589996054,0.9973472789675112,0.3248816795920464,0.9484954270720662,0.7606970324361628,0.11130687027562884,0.0025,0.1694550378453287,0.031838187096170055,-0.009234135530792524,-295.83400000000006,15604,16433,1.0,-0.010295082487477453,-1946.378,0.1694550378453287,-0.009234135530792524,-295.83400000000006,0.03541222581310596,-0.010841374159820765,-72.58300000000003,0.003908832692439926,-0.007136671177266578,-5.274000000000001,0.00023802093526359495,-0.02395555555555558,-1.0780000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ridge_delta_all_alpha_1000,all,delta,1000.0,189059,56,1.252,0.016732751080873725,0.0032655869275832394,0.9973473236986494,0.3248816795920464,0.9484958613182343,0.7610420979986198,0.11121507005726103,0.0025,0.16635018697866805,0.03135135135135135,-0.009262511923688396,-291.30600000000004,15317,16133,1.0,-0.01029395585505054,-1946.165,0.16635018697866805,-0.009262511923688396,-291.30600000000004,0.034481299488519454,-0.010866697346218748,-70.84000000000002,0.0038453604430363007,-0.007048143053645118,-5.1240000000000006,0.00023273158114662617,-0.02425000000000003,-1.0670000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,persistence,none,persistence,0.0,202747,0,0.037,0.023571120655220622,0.003798238691571269,0.9943852202439221,0.31456751259195953,0.9250681659367799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,trend_5s,none,trend_5s,0.0,201565,2,0.049,0.02742304425727869,0.007475090417483195,0.992441936337703,0.315435371616006,0.9130628752356219,0.0,-0.000014896945492619391,0.0,0.15495745789199514,0.0,-0.012177883076134982,-380.36400000000003,15599,15635,0.15495745789199514,-0.012177883076134982,-380.36400000000003,0.13341601964626795,-0.013121300014874316,-352.8580000000001,0.11720784858482375,-0.01371403174603175,-323.9940000000001,0.09676283084860964,-0.014236054142739955,-277.6600000000001,0.06595887182794632,-0.014900564121850325,-198.10300000000007,0.01972564681368293,-0.01790970824949699,-71.20900000000003,0.0075657976335177235,-0.023114098360655744,-35.24900000000001,0.0033785627465085706,-0.024185022026431722,-16.470000000000002,0.0006449532408900354,-0.023076923076923085,-3.000000000000001,0.00009922357552154392,-0.022499999999999964,-0.4499999999999993
2,ridge_price_kalshi_core_alpha_0.1,kalshi_core,price,0.1,188579,16,0.409,0.02376508309345743,0.004356495714526628,0.9946536841665694,0.32502145606113353,0.9268814945897373,0.6707295988934993,0.0772772219342539,0.0,1.0,0.03386909464998754,-0.0094483956325996,-1781.769,89549,99030,1.0,-0.0094483956325996,-1781.769,0.02788751663758955,-0.009487735310895603,-49.89599999999998,0.006994416133291618,-0.00834571645185747,-11.008000000000003,0.00024392959979637182,-0.022304347826086958,-1.026,5.302817386877648e-6,-0.020000000000000018,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_core_alpha_10,kalshi_core,price,10.0,188579,16,0.39,0.023765340265259963,0.004354721001699724,0.9946535684565495,0.32502145606113353,0.9268807033441204,0.671161825726141,0.07706723179393277,0.0025,0.027829185646333895,0.027248475609756097,-0.0092530487804878,-48.559999999999974,2344,2904,1.0,-0.009444206406863966,-1780.9789999999998,0.027829185646333895,-0.0092530487804878,-48.559999999999974,0.007010324585452251,-0.009286686838124059,-12.277000000000005,0.00024392959979637182,-0.024065217391304346,-1.107,5.302817386877648e-6,-0.020000000000000018,-0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_core_alpha_1000,kalshi_core,price,1000.0,188579,16,0.368,0.023841859166791525,0.005091183049558356,0.9946190844834275,0.32502145606113353,0.926645276112765,0.5575726141078838,0.03330150274416963,0.0,1.0,0.0272352700990036,-0.010913314844176712,-2058.022,93206,95373,1.0,-0.010913314844176712,-2058.022,0.14084813261285722,-0.015198147660103158,-403.678,0.025517157265655243,-0.02341458852867831,-112.67100000000002,0.0035953101883030455,-0.06864601769911503,-46.541999999999994,0.00028104932150451535,-0.22718867924528302,-12.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_spot_alpha_0.1,kalshi_spot,price,0.1,188579,29,0.618,0.023542326543783524,0.005824930630784046,0.9947534393766887,0.32502145606113353,0.9275668541114547,0.7634854771784232,0.15331078717759533,0.01,0.01630086064726189,0.07026675341574495,-0.0016359791802212141,-5.029000000000012,1315,1759,1.0,-0.00878293447308555,-1656.277,0.33248134733984164,-0.0064103255235330725,-401.9210000000001,0.10266784742733814,-0.004284747688652447,-82.95700000000002,0.01630086064726189,-0.0016359791802212141,-5.029000000000012,0.0013150987119456567,-0.00370967741935485,-0.9200000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_spot_alpha_10,kalshi_spot,price,10.0,188579,29,0.61,0.023542460938546155,0.005825036634857695,0.9947533794750234,0.32502145606113353,0.9275664406164065,0.7636583679114799,0.15326750417631196,0.01,0.01629555782987501,0.06996420436055971,-0.001737715587373905,-5.3400000000000105,1319,1754,1.0,-0.008784514712666839,-1656.5749999999998,0.332507861426776,-0.006414662541464661,-402.22500000000014,0.10270496714904628,-0.004293628665840563,-83.15900000000002,0.01629555782987501,-0.001737715587373905,-5.3400000000000105,0.0013150987119456567,-0.00370967741935485,-0.9200000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_spot_alpha_1000,kalshi_spot,price,1000.0,188579,29,0.617,0.023611255357590816,0.006235138587095175,0.9947226719318911,0.32502145606113353,0.9273547794544685,0.7334889349930843,0.13569651847876907,0.005,0.1440298230449838,0.06060159787931225,-0.00713729244136814,-193.85600000000005,13474,13687,1.0,-0.00905230699070416,-1707.0749999999998,0.4109736503004046,-0.008084773099701941,-626.5780000000001,0.1440298230449838,-0.00713729244136814,-193.85600000000005,0.02448841069260098,-0.013047639670853187,-60.25400000000002,0.002243091754649245,-0.04655082742316786,-19.691000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_cross_coin_alpha_0.1,kalshi_cross_coin,price,0.1,188579,43,0.89,0.023672900511666296,0.005550118976419074,0.9946950794656708,0.32502145606113353,0.9271651145787322,0.6786825726141079,0.11287043931454294,0.005,0.08013617635049501,0.045063525674960296,-0.008178864478560085,-123.599,6984,8128,1.0,-0.009570418763489043,-1804.7800000000002,0.24653328313332873,-0.00826805188100923,-384.39000000000004,0.08013617635049501,-0.008178864478560085,-123.599,0.013405522354026695,-0.00828481012658228,-20.944000000000003,0.0015006973204863745,0.009332155477031808,2.641000000000002,0.000015908452160632945,-0.0023333333333334094,-0.007000000000000228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_cross_coin_alpha_10,kalshi_cross_coin,price,10.0,188579,43,0.909,0.023673103178212588,0.005550798641342669,0.9946949886331575,0.32502145606113353,0.9271644910305248,0.6776452282157677,0.11280815474331087,0.005,0.08020511297652443,0.04515702479338843,-0.008175867768595042,-123.66000000000001,6992,8133,1.0,-0.009573425460947402,-1805.347,0.2468514521765414,-0.008273549440398703,-385.14200000000005,0.08020511297652443,-0.008175867768595042,-123.66000000000001,0.01334719136277104,-0.00823917361938816,-20.738,0.001490091685712619,0.009505338078291823,2.671000000000002,0.000015908452160632945,-0.0023333333333334094,-0.007000000000000228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ridge_price_kalshi_cross_coin_alpha_1000,kalshi_cross_coin,price,1000.0,188579,43,0.841,0.02374841181072972,0.006007575464596809,0.9946611824513419,0.32502145606113353,0.9269327874579982,0.6462655601659751,0.09642723609685597,0.0,1.0,0.03244263677291745,-0.009966963447679751,-1879.5599999999997,91988,96591,1.0,-0.009966963447679751,-1879.5599999999997,0.3431400102874657,-0.010038866309168741,-649.6050000000001,0.11386209493103686,-0.010476248137108794,-224.946,0.020734015982691603,-0.01605063938618926,-62.758,0.0022855142937442665,-0.03923433874709977,-16.91,0.00002651408693438824,-0.01740000000000006,-0.0870000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
